 nnnn ,   dte   ,dd/mm/yyyy,hh:mm:ss,   #1   ,   #2   ,   #3   ,   #4   ,   #5   ,   #6   ,   #7   ,   #8   ,   #9   ,   #10  
   587,666528034,12/02/2021,10:40:34,  394.06,  387.96,  389.83,   19.99,   19.10,   18.30,    0.69, 9582.10, 8705.23,12961.82
   588,666528035,12/02/2021,10:40:35,  400.68,  393.12,  393.41,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   589,666528036,12/02/2021,10:40:36,  400.32,  392.73,  393.48,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   590,666528037,12/02/2021,10:40:37,  400.57,  392.76,  393.63,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   591,666528038,12/02/2021,10:40:38,  400.95,  393.09,  394.28,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   592,666528039,12/02/2021,10:40:39,  396.80,  389.95,  391.84,   19.20,   19.02,   19.06,    0.15,12986.39,    0.00,12990.29
   593,666528040,12/02/2021,10:40:40,  401.58,  394.27,  395.39,   13.49,   12.85,   13.15,    0.19, 1397.76, 8936.60, 9050.14
   594,666528041,12/02/2021,10:40:41,  401.38,  393.40,  394.18,    1.22,    1.09,    1.04,    0.45,  147.66, -752.52,  766.07
   595,666528042,12/02/2021,10:40:42,  400.77,  393.35,  394.20,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   596,666528043,12/02/2021,10:40:43,  400.41,  392.78,  393.24,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   597,666528044,12/02/2021,10:40:44,  400.12,  392.22,  392.90,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   598,666528045,12/02/2021,10:40:45,  400.72,  393.18,  394.03,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   599,666528046,12/02/2021,10:40:46,  393.24,  387.10,  388.89,   23.43,    0.00,   22.53,    0.70,10320.80,    0.00,10308.53
   600,666528047,12/02/2021,10:40:47,  393.51,  386.07,  387.49,   17.23,   17.10,   16.39,    0.62, 9146.26, 5377.41,11411.01
   601,666528048,12/02/2021,10:40:48,  393.56,  386.75,  388.38,   16.93,   16.67,   15.96,    0.87, 6961.53, 8692.76,11150.65
   602,666528049,12/02/2021,10:40:49,  400.82,  393.47,  394.40,    6.61,    6.03,    5.35,    0.45, 3573.63,  774.54, 4115.92
   603,666528050,12/02/2021,10:40:50,  401.30,  393.39,  394.63,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   604,666528051,12/02/2021,10:40:51,  401.07,  394.06,  394.48,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   605,666528052,12/02/2021,10:40:52,  400.69,  392.84,  394.19,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   606,666528053,12/02/2021,10:40:53,  401.23,  393.58,  394.30,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   607,666528054,12/02/2021,10:40:54,  400.94,  394.14,  394.85,   16.36,   15.59,   15.34,    0.09,10846.93,    0.00,10847.37
   608,666528055,12/02/2021,10:40:55,  402.32,  395.24,  396.49,   13.47,   12.79,   13.15,    0.57,  829.87, 9004.82, 9042.94
   609,666528056,12/02/2021,10:40:56,  401.41,  393.34,  394.21,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   610,666528057,12/02/2021,10:40:57,  401.04,  392.97,  393.99,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   611,666528058,12/02/2021,10:40:58,  401.71,  393.56,  394.37,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   612,666528059,12/02/2021,10:40:59,  400.67,  393.55,  394.09,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   613,666528060,12/02/2021,10:41:00,  400.75,  393.05,  393.58,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   614,666528061,12/02/2021,10:41:01,  382.48,  374.52,  376.80,   46.79,   49.63,   51.43,    0.65,32253.28,    0.00,32271.32
   615,666528062,12/02/2021,10:41:02,  393.97,  386.75,  388.23,   17.11,   17.00,   16.27,    0.71, 7321.08, 8658.24,11340.26
   616,666528063,12/02/2021,10:41:03,  394.39,  388.01,  390.23,   24.05,   22.45,   20.91,    0.75,10749.46,10764.49,15233.11
   617,666528064,12/02/2021,10:41:04,  400.60,  392.96,  393.44,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   618,666528065,12/02/2021,10:41:05,  401.09,  393.48,  393.98,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   619,666528067,12/02/2021,10:41:07,  401.75,  393.98,  394.55,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   620,666528068,12/02/2021,10:41:08,  401.74,  393.51,  394.27,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   621,666528069,12/02/2021,10:41:09,  397.15,  390.37,  392.86,   19.69,   19.35,   19.20,    0.20,13233.22,    0.00,13250.07
   622,666528070,12/02/2021,10:41:10,  401.74,  394.60,  395.72,   13.17,   12.44,   13.05,    0.14, 1809.51, 8676.50, 8868.75
   623,666528071,12/02/2021,10:41:11,  401.10,  393.19,  394.57,    3.06,    2.63,    2.56,    0.48,  256.68,-1872.11, 1891.99
   624,666528072,12/02/2021,10:41:12,  400.44,  392.88,  393.89,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   625,666528073,12/02/2021,10:41:13,  401.30,  394.24,  394.74,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   626,666528074,12/02/2021,10:41:14,  401.28,  393.98,  394.60,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   627,666528075,12/02/2021,10:41:15,  401.29,  393.61,  394.55,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   628,666528076,12/02/2021,10:41:16,  401.08,  393.54,  394.55,    0.00,    5.21,    8.39,    1.00, 3073.46,    0.00, 3072.86
   629,666528077,12/02/2021,10:41:17,  394.26,  387.22,  388.97,   17.70,   17.36,   16.53,    0.63,11639.81,    0.00,11626.76
   630,666528080,12/02/2021,10:41:20,  401.61,  394.40,  395.14,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   631,666528081,12/02/2021,10:41:21,  401.78,  394.53,  395.08,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   632,666528082,12/02/2021,10:41:22,  401.87,  394.17,  394.97,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   633,666528083,12/02/2021,10:41:23,  401.76,  394.11,  395.03,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   634,666528084,12/02/2021,10:41:24,  398.02,  392.12,  392.33,   28.90,   26.84,   25.18,    0.19,18418.81,    0.00,18444.92
   635,666528085,12/02/2021,10:41:25,  401.28,  394.27,  395.26,   13.19,   12.42,   12.96,    0.53, 1659.29, 8696.18, 8854.37
   636,666528086,12/02/2021,10:41:26,  400.34,  392.75,  393.77,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   637,666528087,12/02/2021,10:41:27,  400.73,  392.97,  393.51,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   638,666528088,12/02/2021,10:41:28,  400.77,  392.26,  393.92,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   639,666528089,12/02/2021,10:41:29,  400.65,  392.88,  393.75,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   640,666528090,12/02/2021,10:41:30,  400.82,  392.92,  394.47,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   641,666528091,12/02/2021,10:41:31,  395.52,  389.21,  391.58,   17.79,   16.56,   16.51,    0.41,11513.85,    0.00,11510.67
   642,666528092,12/02/2021,10:41:32,  394.39,  387.52,  389.11,   17.10,   16.87,   16.22,    0.75, 4666.92,10301.30,11321.28
   643,666528093,12/02/2021,10:41:33,  393.92,  386.72,  388.21,   16.85,   16.69,   16.09,    0.87, 8381.45, 7398.31,11175.87
   644,666528094,12/02/2021,10:41:34,  401.75,  393.53,  394.91,    1.14,    1.03,    0.92,    0.29,  616.81,  131.10,  708.23
   645,666528095,12/02/2021,10:41:35,  401.68,  393.80,  395.30,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   646,666528096,12/02/2021,10:41:36,  400.69,  393.26,  394.38,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   647,666528097,12/02/2021,10:41:37,  400.94,  393.48,  394.10,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   648,666528098,12/02/2021,10:41:38,  396.20,  388.71,  390.32,   18.45,   17.78,   17.54,    0.78,12167.29,    0.00,12183.75
   649,666528099,12/02/2021,10:41:39,  401.46,  393.87,  395.58,   13.39,   12.83,   13.50,    0.05, 7096.93, 5623.02, 9091.81
   650,666528100,12/02/2021,10:41:40,  400.96,  393.15,  393.83,    9.30,    8.31,    8.07,    0.53,  316.74,-5868.93, 5879.75
   651,666528101,12/02/2021,10:41:41,  401.07,  393.42,  394.50,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   652,666528102,12/02/2021,10:41:42,  400.86,  393.51,  394.04,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   653,666528103,12/02/2021,10:41:43,  400.62,  393.19,  393.71,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   654,666528104,12/02/2021,10:41:44,  400.41,  393.50,  394.44,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   655,666528106,12/02/2021,10:41:46,  400.98,  393.08,  393.80,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   656,666528107,12/02/2021,10:41:47,  391.69,  384.84,  385.97,   28.30,   26.82,   24.99,    0.60,17919.98,    0.00,17931.53
   657,666528108,12/02/2021,10:41:48,  393.07,  386.22,  387.90,   17.11,   16.98,   16.14,    0.84, 6816.48, 8979.56,11279.26
   658,666528109,12/02/2021,10:41:49,  394.37,  387.91,  390.84,   17.85,   17.51,   16.72,    0.63, 9852.16, 6422.83,11756.53
   659,666528110,12/02/2021,10:41:50,  401.30,  393.32,  394.39,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   660,666528111,12/02/2021,10:41:51,  400.40,  392.68,  393.86,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   661,666528112,12/02/2021,10:41:52,  401.09,  393.20,  394.72,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   662,666528113,12/02/2021,10:41:53,  400.82,  393.35,  394.32,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   663,666528114,12/02/2021,10:41:54,  387.42,  380.46,  382.69,   36.79,   40.74,   40.63,    0.33,26171.37,    0.00,26188.50
   664,666528115,12/02/2021,10:41:55,  400.63,  393.36,  394.77,   13.28,   12.77,   13.42,    0.43, 2988.27, 8510.00, 9026.30
   665,666528116,12/02/2021,10:41:56,  400.51,  392.58,  393.26,    0.68,    0.58,    0.56,    0.43,  177.70, -377.02,  417.15
   666,666528117,12/02/2021,10:41:57,  401.28,  393.57,  394.57,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   667,666528118,12/02/2021,10:41:58,  400.83,  393.58,  394.50,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   668,666528119,12/02/2021,10:41:59,  401.73,  393.63,  394.88,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   669,666528120,12/02/2021,10:42:00,  401.49,  394.06,  394.96,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   670,666528121,12/02/2021,10:42:01,  395.56,  389.40,  391.47,   20.87,   19.36,   18.77,    0.44,13360.34,    0.00,13363.48
   671,666528122,12/02/2021,10:42:02,  394.42,  387.29,  388.80,   16.97,   16.77,   15.82,    0.69, 4949.66, 9992.43,11164.54
   672,666528123,12/02/2021,10:42:03,  393.17,  386.63,  388.08,   17.08,   16.94,   16.00,    0.87, 7743.58, 8141.86,11248.51
   673,666528124,12/02/2021,10:42:04,  400.40,  393.00,  393.88,    3.11,    2.85,    2.51,    0.37, 1691.33,  348.35, 1940.55
   674,666528125,12/02/2021,10:42:05,  400.83,  393.52,  393.87,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   675,666528126,12/02/2021,10:42:06,  401.37,  394.50,  395.11,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   676,666528127,12/02/2021,10:42:07,  401.85,  394.26,  395.72,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   677,666528128,12/02/2021,10:42:08,  402.15,  394.12,  395.00,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   678,666528129,12/02/2021,10:42:09,  402.13,  395.29,  396.15,   14.47,   13.83,   14.13,    0.04, 9738.42,    0.00, 9737.47
   679,666528130,12/02/2021,10:42:10,  402.48,  395.46,  396.82,   13.23,   12.69,   13.25,    0.58,  324.25, 9008.68, 9013.78
   680,666528131,12/02/2021,10:42:11,  401.87,  394.18,  395.76,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   681,666528132,12/02/2021,10:42:12,  401.32,  393.37,  394.86,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   682,666528133,12/02/2021,10:42:13,  401.45,  393.51,  394.57,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   683,666528134,12/02/2021,10:42:14,  402.18,  393.93,  395.39,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   684,666528135,12/02/2021,10:42:15,  400.05,  392.86,  393.77,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   685,666528136,12/02/2021,10:42:16,  383.17,  377.48,  378.15,   49.93,   48.60,   46.24,    0.64,31770.59,    0.00,31774.28
   686,666528137,12/02/2021,10:42:17,  394.12,  386.97,  389.28,   16.87,   16.73,   15.90,    0.73, 7182.15, 8530.02,11157.77
   687,666528138,12/02/2021,10:42:18,  394.95,  388.33,  390.63,   20.49,   19.68,   18.91,    0.71, 9759.07, 9106.62,13345.98
   688,666528139,12/02/2021,10:42:19,  401.53,  393.24,  394.84,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   689,666528140,12/02/2021,10:42:20,  401.26,  394.03,  394.58,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   690,666528142,12/02/2021,10:42:22,  401.16,  393.64,  394.54,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   691,666528143,12/02/2021,10:42:23,  401.89,  394.00,  394.71,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   692,666528144,12/02/2021,10:42:24,  397.29,  391.46,  393.34,   19.14,   19.09,   19.08,    0.15,13026.33,    0.00,13028.28
   693,666528145,12/02/2021,10:42:25,  402.03,  395.60,  396.53,   13.47,   12.79,   13.28,    0.19, 1349.77, 8989.88, 9091.00
   694,666528147,12/02/2021,10:42:27,  401.46,  393.72,  394.99,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   695,666528148,12/02/2021,10:42:28,  401.47,  394.11,  395.06,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   696,666528149,12/02/2021,10:42:29,  401.86,  394.33,  395.11,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   697,666528150,12/02/2021,10:42:30,  401.61,  393.45,  394.65,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   698,666528151,12/02/2021,10:42:31,  393.76,  387.95,  389.59,   23.35,   21.98,   22.86,    0.70,15366.70,    0.00,15391.75
   699,666528152,12/02/2021,10:42:32,  394.55,  387.17,  388.90,   17.26,   17.14,   16.46,    0.63, 8018.33, 8135.94,11465.03
   700,666528153,12/02/2021,10:42:33,  394.77,  387.32,  388.71,   16.84,   16.67,   15.99,    0.87, 7072.98, 8632.73,11163.12
   701,666528154,12/02/2021,10:42:34,  400.68,  392.90,  394.23,    6.18,    5.70,    5.05,    0.46, 3351.66,  707.70, 3875.69
   702,666528155,12/02/2021,10:42:35,  401.49,  394.17,  395.01,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   703,666528156,12/02/2021,10:42:36,  400.77,  393.19,  394.08,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   704,666528157,12/02/2021,10:42:37,  400.33,  392.90,  394.14,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   705,666528158,12/02/2021,10:42:38,  400.52,  392.28,  393.20,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   706,666528159,12/02/2021,10:42:39,  400.06,  393.72,  394.42,   15.68,   15.26,   14.71,    0.10,10440.88,    0.00,10431.58
   707,666528160,12/02/2021,10:42:40,  401.20,  394.10,  394.90,   13.45,   12.91,   13.25,    0.57,  900.19, 9015.25, 9062.26
   708,666528161,12/02/2021,10:42:41,  400.76,  393.36,  393.58,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   709,666528162,12/02/2021,10:42:42,  400.87,  393.22,  394.08,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   710,666528163,12/02/2021,10:42:43,  400.66,  393.65,  394.36,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   711,666528164,12/02/2021,10:42:44,  400.24,  393.14,  393.50,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   712,666528165,12/02/2021,10:42:45,  400.79,  393.58,  393.98,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   713,666528166,12/02/2021,10:42:46,  381.76,  374.58,  375.78,   51.70,   51.31,   52.78,    0.65,33978.00,    0.00,33981.27
   714,666528167,12/02/2021,10:42:47,  393.76,  386.27,  387.66,   16.92,   16.91,   16.17,    0.70, 7369.58, 8490.10,11237.31
   715,666528168,12/02/2021,10:42:48,  393.15,  386.79,  389.21,   25.03,   22.61,   21.53,    0.76,10870.12,11152.94,15565.83
   716,666528169,12/02/2021,10:42:49,  400.99,  393.28,  393.97,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   717,666528170,12/02/2021,10:42:50,  401.13,  393.65,  394.33,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   718,666528171,12/02/2021,10:42:51,  401.45,  393.64,  394.36,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   719,666528172,12/02/2021,10:42:52,  401.23,  393.78,  394.58,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   720,666528173,12/02/2021,10:42:53,  395.34,  389.46,  391.37,   19.43,   19.12,   18.90,    0.21,13003.43,    0.00,12987.55
   721,666528174,12/02/2021,10:42:54,  401.18,  394.19,  395.73,   13.14,   12.59,   12.99,    0.14, 1835.69, 8681.43, 8875.97
   722,666528175,12/02/2021,10:42:55,  400.58,  393.28,  393.83,    3.49,    3.04,    2.90,    0.49,  293.88,-2137.16, 2158.16
   723,666528177,12/02/2021,10:42:57,  400.61,  392.94,  393.67,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   724,666528178,12/02/2021,10:42:58,  400.54,  393.21,  393.97,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   725,666528179,12/02/2021,10:42:59,  400.63,  393.35,  394.11,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   726,666528180,12/02/2021,10:43:00,  401.12,  393.75,  394.75,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   727,666528181,12/02/2021,10:43:01,  401.41,  393.36,  394.21,    0.00,    0.00,    4.98,    1.00, 1111.12,    0.00, 1109.76
   728,666528182,12/02/2021,10:43:02,  393.70,  386.78,  388.17,   18.32,   17.88,   17.00,    0.61,11969.08,    0.00,11976.68
   729,666528183,12/02/2021,10:43:03,  393.72,  387.04,  388.22,   16.99,   16.92,   16.25,    0.87, 6861.07, 8963.65,11299.16
   730,666528184,12/02/2021,10:43:04,  397.39,  390.75,  392.87,   14.48,   13.43,   12.12,    0.53, 7905.81, 4504.25, 9106.94
   731,666528185,12/02/2021,10:43:05,  400.85,  393.09,  394.38,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   732,666528186,12/02/2021,10:43:06,  400.51,  392.61,  393.75,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   733,666528187,12/02/2021,10:43:07,  401.29,  393.36,  394.53,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   734,666528188,12/02/2021,10:43:08,  401.27,  393.83,  394.82,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   735,666528189,12/02/2021,10:43:09,  398.57,  392.15,  393.30,   28.29,   24.89,   23.78,    0.18,17534.75,    0.00,17553.59
   736,666528190,12/02/2021,10:43:10,  401.50,  394.63,  395.62,   13.23,   12.50,   12.90,    0.53, 1612.34, 8726.93, 8876.88
   737,666528191,12/02/2021,10:43:11,  401.35,  394.04,  395.44,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   738,666528192,12/02/2021,10:43:12,  401.37,  394.26,  395.34,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   739,666528193,12/02/2021,10:43:13,  400.73,  393.61,  394.14,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   740,666528194,12/02/2021,10:43:14,  400.97,  394.03,  394.30,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   741,666528195,12/02/2021,10:43:15,  401.32,  393.41,  394.48,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   742,666528196,12/02/2021,10:43:16,  395.26,  389.06,  391.63,   17.63,   16.82,   16.14,    0.41,11446.14,    0.00,11462.84
   743,666528197,12/02/2021,10:43:17,  393.90,  386.93,  387.74,   16.98,   16.88,   16.01,    0.76, 4580.13,10231.34,11229.72
   744,666528198,12/02/2021,10:43:18,  393.71,  386.57,  388.47,   16.88,   16.89,   15.94,    0.87, 8507.89, 7272.46,11194.42
   745,666528199,12/02/2021,10:43:19,  401.33,  394.26,  394.50,    0.91,    0.85,    0.74,    0.29,  499.73,  282.05,  574.43
   746,666528200,12/02/2021,10:43:20,  400.86,  393.13,  394.33,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   747,666528201,12/02/2021,10:43:21,  401.33,  393.70,  394.86,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   748,666528202,12/02/2021,10:43:22,  401.86,  394.89,  395.38,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   749,666528203,12/02/2021,10:43:23,  396.28,  390.02,  391.29,   20.09,   18.81,   21.58,    0.49,13707.51,    0.00,13699.49
   750,666528204,12/02/2021,10:43:24,  401.51,  394.49,  395.42,   13.42,   12.90,   13.55,    0.05, 4507.30, 7950.87, 9141.59
   751,666528205,12/02/2021,10:43:25,  401.84,  394.57,  394.82,    8.99,    7.88,    7.73,    0.52,  296.79,-5631.31, 5647.99
   752,666528206,12/02/2021,10:43:26,  401.44,  393.99,  394.37,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   753,666528207,12/02/2021,10:43:27,  401.33,  393.61,  394.64,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   754,666528208,12/02/2021,10:43:28,  401.40,  393.93,  394.26,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   755,666528209,12/02/2021,10:43:29,  401.48,  394.42,  395.13,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   756,666528210,12/02/2021,10:43:30,  402.21,  394.43,  394.60,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   757,666528211,12/02/2021,10:43:31,  393.20,  386.16,  387.06,   25.54,    0.00,   22.51,    0.58,10755.37,    0.00,10756.26
   758,666528212,12/02/2021,10:43:32,  393.94,  386.49,  387.86,   17.07,   16.89,   16.02,    0.85, 8157.98, 6028.39,11231.60
   759,666528214,12/02/2021,10:43:34,  394.83,  388.46,  390.67,   17.73,   17.48,   16.97,    0.62, 9966.99, 6290.74,11800.63
   760,666528215,12/02/2021,10:43:35,  401.06,  394.12,  394.67,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   761,666528216,12/02/2021,10:43:36,  401.19,  393.65,  394.90,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   762,666528217,12/02/2021,10:43:37,  401.26,  393.25,  394.13,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   763,666528218,12/02/2021,10:43:38,  401.35,  393.91,  394.75,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   764,666528219,12/02/2021,10:43:39,  387.55,  382.85,  383.66,   44.81,   42.91,   42.73,    0.32,29006.51,    0.00,28967.97
   765,666528220,12/02/2021,10:43:40,  402.33,  395.08,  396.36,   13.17,   12.60,   13.07,    0.43, 2848.49, 8452.10, 8916.54
   766,666528221,12/02/2021,10:43:41,  400.42,  393.07,  394.04,    1.00,    0.86,    0.82,    0.44,  264.37, -551.82,  612.87
   767,666528222,12/02/2021,10:43:42,  401.20,  393.37,  393.92,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   768,666528223,12/02/2021,10:43:43,  401.23,  393.73,  394.05,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   769,666528224,12/02/2021,10:43:44,  401.34,  393.80,  394.11,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   770,666528225,12/02/2021,10:43:45,  401.22,  393.90,  394.84,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   771,666528228,12/02/2021,10:43:48,  394.18,  387.32,  388.61,   16.99,   17.01,   16.25,    0.72,11295.76,    0.00,11307.96
   772,666528232,12/02/2021,10:43:52,  400.87,  393.66,  394.15,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   773,666528233,12/02/2021,10:43:53,  400.41,  392.85,  393.44,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   774,666528234,12/02/2021,10:43:54,  400.72,  393.71,  394.61,   17.94,   16.86,   16.08,    0.11,11636.31,    0.00,11652.39
   775,666528235,12/02/2021,10:43:55,  401.83,  394.50,  395.50,   13.56,   12.91,   13.26,    0.57,  964.54, 9069.87, 9122.41
   776,666528236,12/02/2021,10:43:56,  400.65,  393.27,  393.66,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   777,666528237,12/02/2021,10:43:57,  400.68,  393.09,  393.39,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   778,666528238,12/02/2021,10:43:58,  400.40,  393.04,  394.21,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   779,666528239,12/02/2021,10:43:59,  400.99,  393.74,  394.19,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   780,666528240,12/02/2021,10:44:00,  400.30,  392.74,  392.93,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   781,666528241,12/02/2021,10:44:01,  387.37,  378.99,  381.34,   36.89,   38.32,   43.89,    0.58,26264.88,    0.00,26293.44
   782,666528242,12/02/2021,10:44:02,  393.73,  386.45,  387.97,   16.86,   16.82,   16.05,    0.72, 6536.46, 9058.57,11187.69
   783,666528243,12/02/2021,10:44:03,  393.55,  387.08,  388.64,   26.73,   24.17,   23.24,    0.79,12012.13,11600.48,16690.58
